prefix,bits,organization,registry
D4BABA1,28,Annapurna labs,MA-M
D4BABA2,28,"GuangZhou Ostec Electronic Technology Co.,Limited",MA-M
D4BABA3,28,Shenzhen Pu Ying Innovation Technology Corporation Limited,MA-M
D4BABA4,28,"Beijing Yuanxin Junsheng Technology Co.,ltd",MA-M
D4BABA5,28,ReeR SpA,MA-M
D4BABA6,28,"Shenzhen Yueer Innovation Technology Co., Ltd",MA-M
D4BABA7,28,"Shenzhen Double Better Technology Co., Ltd",MA-M
D4BABA8,28,"Chengdu Ba SAN SI YI Information Technology Co., LTD",MA-M
D4BABA9,28,"Shenzhen Chuangyou Acoustic Technology Co., Ltd.",MA-M
D4BABAA,28,Actiontec Electronics Inc.,MA-M
D4BABAB,28,"Qingdao Vzense Technology Co., Ltd.",MA-M
D4BABAC,28,"Rusatom Automated Control Systems, Joint-Stock Company",MA-M
D4BABAD,28,AADONA Communication Pvt Ltd,MA-M
D4BABAE,28,Camozzi Automation SpA,MA-M
D8860B0,28,"Inspur Group Co., Ltd.",MA-M
D8860B1,28,Krspace,MA-M
D8860B2,28,Get SAT,MA-M
D8860B3,28,Auvidea GmbH,MA-M
D8860B4,28,Teplovodokhran Ltd.,MA-M
D8860B5,28,CAMTRACE,MA-M
D8860B6,28,SCANMATIK,MA-M
D8860B7,28,Grünbeck Wasseraufbereitung GmbH,MA-M
D8860B8,28,VRINDA NANO TECHNOLOGIES PVT LTD,MA-M
D8860B9,28,DIGITAL CONCEPTS,MA-M
D8860BA,28,GLO Science,MA-M
D8860BB,28,Library Ideas,MA-M
D8860BC,28,YUSAN INDUSTRIES LIMITED,MA-M
D8860BD,28,ComNav Technology Ltd.,MA-M
D8860BE,28,"Shenzhen Yidong Technology Co.,Ltd",MA-M
DC36430,28,Meier Tobler AG,MA-M
DC36431,28,Dongguan Pengchen Earth Instrument CO. LT,MA-M
DC36432,28,"Wuhan Linptech Co. ,Ltd.",MA-M
DC36433,28,WIS Networks,MA-M
DC36434,28,"Fresenius Medical Care R&D (Shanghai) Co.,Ltd.",MA-M
DC36435,28,"Hangzhou Chingan Tech Co., Ltd.",MA-M
DC36436,28,"Shenzhen smart-core technology co.,ltd.",MA-M
DC36437,28,UKG,MA-M
DC36438,28,OAK INFORMATION SYSTEM CO.,MA-M
DC36439,28,"Hefei EA Excelsior Information Security Co., Ltd.",MA-M
DC3643A,28,KUANTECH (CAMBODIA) CORPORATION LIMITED,MA-M
DC3643B,28,nami.ai,MA-M
DC3643C,28,Orlaco Products B.V.,MA-M
DC3643D,28,"Hangzhou Huanyu Vision Technology Co., Ltd",MA-M
DC3643E,28,"Beijing L&S Lancom Platform Tech. Co., Ltd.",MA-M
DC44270,28,Suritel,MA-M
DC44271,28,"Tesla,Inc.",MA-M
DC44272,28,"Skywave Technology Co,.Ltd.",MA-M
DC44273,28,General Microsystems Sdn Bhd,MA-M
DC44274,28,Nex Technologies PTY LTD,MA-M
DC44275,28,"Century Audio, Inc.",MA-M
DC44276,28,EK-TEAM Elektronik- u. Kunststoff-Technik GmbH,MA-M
DC44277,28,EcoGuard AB,MA-M
DC44278,28,Wharton Electronics Ltd,MA-M
DC44279,28,Neusoft Corporation,MA-M
DC4427A,28,"Shanghai Huahong Integrated Circuit Co.,Ltd",MA-M
DC4427B,28,"Nautilus Infotech CO., Ltd.",MA-M
DC4427C,28,Pyrexx Technologies GmbH,MA-M
DC4427D,28,Rohde&Schwarz Topex SA,MA-M
DC4427E,28,VerifEye Technologies,MA-M
DC4427F,28,Private,MA-M
DC4A9E0,28,"Dongguan Huili electroacoustic Industrial Co.,ltd",MA-M
DC4A9E1,28,Advanced Electronics Ltd,MA-M
DC4A9E2,28,Annapurna labs,MA-M
DC4A9E3,28,LEACH INTERNATIONAL EUROPE,MA-M
DC4A9E4,28,ADIAL,MA-M
DC4A9E5,28,Nuove Tecnologie srl,MA-M
DC4A9E6,28,TATTILE SRL,MA-M
DC4A9E7,28,Astrogate Inc.,MA-M
DC4A9E8,28,Methodex Systems Pvt. Ltd.,MA-M
DC4A9E9,28,AiSight GmbH,MA-M
DC4A9EA,28,"LongSung Technology (Shanghai) Co.,Ltd.",MA-M
DC4A9EB,28,Maxvision Technology Corp.,MA-M
DC4A9EC,28,"HEFEI DATANG STORAGE TECHNOLOGY CO.,LTD",MA-M
DC4A9ED,28,HAPPIEST BABY INC.,MA-M
DC4A9EE,28,SES-imagotag Deutschland GmbH,MA-M
DC76C30,28,Genius Vision Digital Private Limited,MA-M
DC76C31,28,"Bangyan Technology Co., Ltd",MA-M
DC76C32,28,IRE SOLUTION,MA-M
DC76C33,28,"Shanghai Kanghai Information System CO.,LTD.",MA-M
DC76C34,28,seadee,MA-M
DC76C35,28,heinrich corporation India private limited,MA-M
DC76C36,28,"ShangHai Zhousheng Intelligent Technology Co., Ltd",MA-M
DC76C37,28,"NANJING LOYST INDUSTRIAL NETWORKS CO.,LTD.",MA-M
DC76C38,28,J&J Philippines Corporation,MA-M
DC76C39,28,"Hunan Zhizhou Technology Co., Ltd",MA-M
DC76C3A,28,Annapurna labs,MA-M
DC76C3B,28,NCE Network Consulting Engineering srl,MA-M
DC76C3C,28,Kunshan QTech Smart-Forward Limited,MA-M
DC76C3D,28,"Chen Uei Precision Industry Co., Ltd",MA-M
DC76C3E,28,MORELINK,MA-M
DCE5330,28,FLYHT Aerospace,MA-M
DCE5331,28,Ambi Labs Limited,MA-M
DCE5332,28,Remko GmbH & Co. KG,MA-M
DCE5333,28,ShenZhen C&D Electronics CO.Ltd.,MA-M
DCE5334,28,"shenzhen bangying electronics co,.ltd",MA-M
DCE5335,28,Controls Inc,MA-M
DCE5336,28,WECAN Solution Inc.,MA-M
DCE5337,28,SAN Engineering,MA-M
DCE5338,28,JB-Lighting Lichtanlagen GmbH,MA-M
DCE5339,28,Tiertime Corporation,MA-M
DCE533A,28,"Amazinglayer Network Co., Ltd.",MA-M
DCE533B,28,Tintel Hongkong Co.Ltd,MA-M
DCE533C,28,BRCK,MA-M
DCE533D,28,Suzhou ATES electronic technology co.LTD,MA-M
DCE533E,28,Giant Power Technology Biomedical Corporation,MA-M
E0233B0,28,Quality Pay Systems S.L.,MA-M
E0233B1,28,Elvys s.r.o,MA-M
E0233B2,28,PluralFusion INC,MA-M
E0233B3,28,356 Productions,MA-M
E0233B4,28,The KIE,MA-M
E0233B5,28,IOFAC,MA-M
E0233B6,28,"Kiwimoore(Shanghai) Semiconductor Co.,Ltd",MA-M
E0233B7,28,Rehear Audiology Company LTD.,MA-M
E0233B8,28,"Suzhou Visrgb Technology Co., Ltd",MA-M
E0233B9,28,HANET TECHNOLOGY,MA-M
E0233BA,28,"ShenZhen Chainway Information Technology Co., Ltd.",MA-M
E0233BB,28,"Shanghai Kanghai Information System CO.,LTD.",MA-M
E0233BC,28,"Chengdu ChengFeng   Technology co,. Ltd.",MA-M
E0233BD,28,Magosys Systems LTD,MA-M
E0233BE,28,Ugreen Group Limited,MA-M
E0382D0,28,"Beijing Cgprintech Technology Co.,Ltd",MA-M
E0382D1,28,Annapurna labs,MA-M
E0382D2,28,"Xi'an Xiangxun Technology Co., Ltd.",MA-M
E0382D3,28,Annapurna labs,MA-M
E0382D4,28,"Qingdao Unovo Technologies Co., Ltd",MA-M
E0382D5,28,"Weishi Intelligent Information Technology (Guangzhou) Co., LTD",MA-M
E0382D6,28,iTracxing,MA-M
E0382D7,28,Famar Fueguina S.A.,MA-M
E0382D8,28,"Shenzhen iTest Technology Co.,Ltd",MA-M
E0382D9,28,Velvac Incorporated,MA-M
E0382DA,28,4D Photonics GmbH,MA-M
E0382DB,28,SERCOMM PHILIPPINES INC,MA-M
E0382DC,28,"SiLAND Chengdu Technology Co., Ltd",MA-M
E0382DD,28,KEPLER COMMUNICATIONS INC.,MA-M
E0382DE,28,Anysafe,MA-M
E03C1C0,28,Scangrip,MA-M
E03C1C1,28,"Shikino High-Tech Co., Ltd.",MA-M
E03C1C2,28,"Hoplite Industries, Inc.",MA-M
E03C1C3,28,Dewetron GmbH,MA-M
E03C1C4,28,Earable Inc.,MA-M
E03C1C5,28,Semic Inc.,MA-M
E03C1C6,28,"GhinF Digital information technology (hangzhou) Co., Ltd",MA-M
E03C1C7,28,"Tap Home, s.r.o.",MA-M
E03C1C8,28,"Jiangsu Riying Electronics Co.,Ltd.",MA-M
E03C1C9,28,"Ocamar Technologies (Shanghai) Co.,Ltd.",MA-M
E03C1CA,28,MELAG Medizintechnik GmbH & Co. KG,MA-M
E03C1CB,28,"Hangzhou Uni-Ubi Co.,Ltd.",MA-M
E03C1CC,28,"Meferi Technologies Co.,Ltd.",MA-M
E03C1CD,28,Sprintshield d.o.o.,MA-M
E03C1CE,28,Annapurna labs,MA-M
E05A9F0,28,Annapurna labs,MA-M
E05A9F1,28,"AITEC SYSTEM CO., LTD.",MA-M
E05A9F2,28,"Chengdu Song Yuan Electronic Technology Co.,Ltd",MA-M
E05A9F3,28,"Link of Things Co., Ltd.",MA-M
E05A9F4,28,Hale Products,MA-M
E05A9F5,28,TRYEN,MA-M
E05A9F6,28,Fibrain,MA-M
E05A9F7,28,OMB Guitars LLC,MA-M
E05A9F8,28,"Fujian Newland Auto-ID Tech. Co,.Ltd.",MA-M
E05A9F9,28,"Gemalto ""Document Readers""",MA-M
E05A9FA,28,"Contemporary Amperex Technology Co., Limited",MA-M
E05A9FB,28,"Shenzhen Rongan Networks Technology Co.,Ltd",MA-M
E05A9FC,28,"ShenZhen Mornsun Smartlinker Limited Co., LTD",MA-M
E05A9FD,28,"Mountz, Inc.",MA-M
E05A9FE,28,"ShenZhen Arts Changhua Intelligent Technology Co., Ltd",MA-M
E0B6F50,28,BeSTAR Corporation,MA-M
E0B6F51,28,"START TODAY CO.,LTD.",MA-M
E0B6F52,28,"Shanghai- British Information Technology Co., Ltd",MA-M
E0B6F53,28,Huizhou GISUN Industrial CO. LTD,MA-M
E0B6F54,28,Agora,MA-M
E0B6F55,28,"Shenzhen Civicom Technology Co.,Limited",MA-M
E0B6F56,28,POMCube Inc.,MA-M
E0B6F57,28,Shenzhen Xrinda Technology Ltd,MA-M
E0B6F58,28,Yuneec International（China）Co.，Ltd,MA-M
E0B6F59,28,Motiveprime Consumer Electronics Pvt Ltd,MA-M
E0B6F5A,28,Folksam AB,MA-M
E0B6F5B,28,Moog Crossbow,MA-M
E0B6F5C,28,funktel GmbH,MA-M
E0B6F5D,28,ITEL MOBILE LIMITED,MA-M
E0B6F5E,28,Advatek Lighting Pty Ltd,MA-M
E41E0A0,28,Zavod № 423,MA-M
E41E0A1,28,Connected Cars A/S,MA-M
E41E0A2,28,IDvaco Private Limited,MA-M
E41E0A3,28,Avast Software s.r.o.,MA-M
E41E0A4,28,XPR Group,MA-M
E41E0A5,28,Aeroel srl,MA-M
E41E0A6,28,SFC Energy AG,MA-M
E41E0A7,28,Tritium Pty Ltd,MA-M
E41E0A8,28,SAGE Glass,MA-M
E41E0A9,28,B METERS S.R.L.,MA-M
E41E0AA,28,FireAngel Safety Technology Ltd,MA-M
E41E0AB,28,"Safety Vision, LLC",MA-M
E41E0AC,28,TELETASK BELGIUM,MA-M
E41E0AD,28,ROMO Wind A/S,MA-M
E41E0AE,28,"Shanghai LeXiang Technology Co., Ltd",MA-M
E44CC70,28,Alert Alarm AB,MA-M
E44CC71,28,ACS-Solutions GmbH,MA-M
E44CC72,28,"Doowon Electronics & Telecom Co.,Ltd",MA-M
E44CC73,28,"JSC ""Svyaz Inginiring M""",MA-M
E44CC74,28,"Beijing Zhongchuangwei Nanjing Quantum Communication Technology Co., Ltd.",MA-M
E44CC75,28,"CE LABS, LLC",MA-M
E44CC76,28,"HANGZHOU OLE-SYSTEMS CO., LTD",MA-M
E44CC77,28,Channel Enterprises (HK) Ltd.,MA-M
E44CC78,28,IAG GROUP LTD,MA-M
E44CC79,28,Ottomate International Pvt. Ltd.,MA-M
E44CC7A,28,Muzik Inc,MA-M
E44CC7B,28,SmallHD,MA-M
E44CC7C,28,EPS Bio,MA-M
E44CC7D,28,Telo Systems Limitd,MA-M
E44CC7E,28,"FLK information security technology Co,. Ltd",MA-M
E4956E0,28,"SMC Networks, Inc",MA-M
E4956E1,28,Tband srl,MA-M
E4956E2,28,"Shanghai Hoping Technology Co., Ltd.",MA-M
E4956E3,28,"Shanghai DGE Co., Ltd",MA-M
E4956E4,28,Guang Lian Zhi Tong Technology Limited,MA-M
E4956E5,28,Bucher Automation Budapest,MA-M
E4956E6,28,"SHENZHEN JOYETECH ELECTRONICS CO., LTD.",MA-M
E4956E7,28,NationalchipKorea,MA-M
E4956E8,28,PT.MLWTelecom,MA-M
E4956E9,28,eZeLink LLC,MA-M
E4956EA,28,"Red Point Positioning, Corp.",MA-M
E4956EB,28,iConservo Inc,MA-M
E4956EC,28,"Shenzhen Arronna Telecom Co.,Ltd",MA-M
E4956ED,28,"Shanghai Tieda Telecommunications Equipment Co.,LTD.",MA-M
E4956EE,28,Tacom Projetos Bilhetagem Inteligente ltda,MA-M
E4956EF,28,Private,MA-M
E818630,28,"DigiMagus Technology (Shenzhen) Co., Ltd",MA-M
E818631,28,clabsys,MA-M
E818632,28,"AVCON Information Technology Co.,Ltd",MA-M
E818633,28,"DongGuan Pengxun Electronics Technology Co., Ltd.",MA-M
E818634,28,"Guangzhou Tianyi Electronics Co., Ltd",MA-M
E818635,28,WETEK ELECTRONICS LIMITED,MA-M
E818636,28,"ARTECH SOLUTION CO.,LTD",MA-M
E818637,28,Siliconcube,MA-M
E818639,28,BSM Wireless Inc.,MA-M
E81863A,28,"JDM Mobile Internet Solution(Shanghai) Co., Ltd.",MA-M
E81863B,28,"Protek Electronics Group Co.,LTD",MA-M
E81863C,28,"Shenzhen Hipad Telecommunication Technology Co.,Ltd",MA-M
E81863D,28,"DIGITAL DYNAMICS, INC.",MA-M
E81863E,28,Acopian Technical Company,MA-M
E81863F,28,Private,MA-M
E86CC70,28,ebblo Western Europe,MA-M
E86CC71,28,"ASSA ABLOY(GuangZhou) Smart Technology Co., Ltd",MA-M
E86CC72,28,Xirgo Technologies LLC,MA-M
E86CC73,28,"Shenzhen Yibaifen Industrial Co.,Ltd.",MA-M
E86CC74,28,"Koal Software Co., Ltd",MA-M
E86CC75,28,"Shenzhen Rongda Computer Co.,Ltd",MA-M
E86CC76,28,KLAB,MA-M
E86CC77,28,"Huaqin Technology Co.,Ltd.",MA-M
E86CC78,28,Lighthouse EIP,MA-M
E86CC79,28,"Hangzhou Lanxum Security Technology Co., Ltd",MA-M
E86CC7A,28,CoxSpace,MA-M
E86CC7B,28,"MORNSUN Guangzhou Science & Technology Co., Ltd.",MA-M
E86CC7C,28,Limited Liability Company M.S.Korp,MA-M
E86CC7D,28,z-max mediasolution,MA-M
E86CC7E,28,Annapurna labs,MA-M
E878290,28,Tanz Security Technology Ltd.,MA-M
E878291,28,"Shenzhen Jointelli Technologies Co.,Ltd",MA-M
E878292,28,Galcon,MA-M
E878293,28,"Electronic Controlled Systems, Inc.",MA-M
E878294,28,Annapurna labs,MA-M
E878295,28,"SHEN ZHEN SKYSI WISDOM TECHNOLOGY CO.,LTD.",MA-M
E878296,28,AXING AG,MA-M
E878297,28,"FAIOT Co., LTD",MA-M
E878298,28,"JVISMall CO.,LTD",MA-M
E878299,28,Ryu Tech. LTD,MA-M
E87829A,28,METZ CONNECT GmbH,MA-M
E87829B,28,Ampner Ltd,MA-M
E87829C,28,FairPhone B.V.,MA-M
E87829D,28,Bernd Walter Computer Technology,MA-M
E87829E,28,Solos Technology Limited,MA-M
E8B4700,28,DongGuan Ramaxel Memory Technology,MA-M
E8B4701,28,Autocom Diagnostic Partner AB,MA-M
E8B4702,28,internet domain name system beijing engineering research center ltd,MA-M
E8B4703,28,Webfleet Solutions B.V.,MA-M
E8B4704,28,"YAWATA ELECTRIC INDUSTRIAL CO.,LTD.",MA-M
E8B4705,28,Alperia Fiber srl,MA-M
E8B4706,28,Elcoma,MA-M
E8B4707,28,Tibit Communications,MA-M
E8B4708,28,DEHN SE + Co KG,MA-M
E8B4709,28,Miltek Industries Pte Ltd,MA-M
E8B470A,28,plc2 Design GmbH,MA-M
E8B470B,28,Digifocus Technology Inc.,MA-M
E8B470C,28,Anduril Industries,MA-M
E8B470D,28,Medica Corporation,MA-M
E8B470E,28,UNICACCES GROUPE,MA-M
E8F6D70,28,Mono Technologies Inc.,MA-M
E8F6D71,28,"PRECISION FUKUHARA WORKS,LTD.",MA-M
E8F6D72,28,"Jinan Ruolin Video Technology Co., Ltd",MA-M
E8F6D73,28,ZIEHL-ABEGG SE,MA-M
E8F6D74,28,Xiphos Systems Corp.,MA-M
E8F6D75,28,emicrotec,MA-M
E8F6D76,28,Massive Beams GmbH,MA-M
E8F6D77,28,CowManager,MA-M
E8F6D78,28,INTEGRA Metering AG,MA-M
E8F6D79,28,"Hefei BOE Vision-electronic Technology Co.,Ltd.",MA-M
E8F6D7A,28,Ivostud GmbH,MA-M
E8F6D7B,28,"GUANGZHOU PANYU JUDA CAR AUDIO EQUIPMENT CO.,LTD",MA-M
E8F6D7C,28,"clover Co,.Ltd",MA-M
E8F6D7D,28,"ZhuoPuCheng (Shenzhen) Technology.Co.,Ltd.",MA-M
E8F6D7E,28,Emergent Solutions Inc.,MA-M
E8FF1E0,28,Private,MA-M
E8FF1E1,28,hard & softWERK GmbH,MA-M
E8FF1E2,28,"Minami Medical Technology (Guangdong) Co.,Ltd",MA-M
E8FF1E3,28,"LLP ""NIC ""FORS""",MA-M
E8FF1E4,28,"HMN Technologies Co., Ltd",MA-M
E8FF1E5,28,CARVE VIET NAM TECHNOLOGY COMPANY LIMITED,MA-M
E8FF1E6,28,Partizan Security s.r.o.,MA-M
E8FF1E7,28,"NRT Technology Taiwan Co., Ltd.",MA-M
E8FF1E8,28,Annapurna labs,MA-M
E8FF1E9,28,"Shenzhen Justinfo Technology Co.,Ltd",MA-M
E8FF1EA,28,Geotab Inc.,MA-M
E8FF1EB,28,Melisono AB,MA-M
E8FF1EC,28,Fracarro Radioindustrie Srl,MA-M
E8FF1ED,28,"Shenzhen AZW Technology Co., Ltd.",MA-M
E8FF1EE,28,"Shenzhen kstar Science & Technology Co., Ltd",MA-M
EC5BCD0,28,DONG GUAN YUNG FU ELECTRONICS LTD.,MA-M
EC5BCD1,28,Ingersoll Rand,MA-M
EC5BCD2,28,Sfera Labs S.r.l.,MA-M
EC5BCD3,28,"Hefei BOE Vision-electronic Technology Co.,Ltd.",MA-M
EC5BCD4,28,"Green Solutions (Chengdu) Co., Ltd",MA-M
EC5BCD5,28,"Shenzhen Qunfang Technology Co., LTD.",MA-M
EC5BCD6,28,"Jiangsu Fushi Electronic Technology Co., Ltd",MA-M
EC5BCD7,28,Annapurna labs,MA-M
EC5BCD8,28,Doosan Bobcat North America,MA-M
EC5BCD9,28,C&D Technologies,MA-M
EC5BCDA,28,CareSix Inc.,MA-M
EC5BCDB,28,StepOver GmbH,MA-M
EC5BCDC,28,Quicklert Inc,MA-M
EC5BCDD,28,ASHIDA Electronics Pvt. Ltd,MA-M
EC5BCDE,28,Autel Robotics USA LLC,MA-M
EC74CD0,28,Nexxus Networks Pte Ltd,MA-M
EC74CD1,28,"Shanghai Kanghai Information System CO.,LTD.",MA-M
EC74CD2,28,L.T.H. Electronics Limited,MA-M
EC74CD3,28,"iSolution Technologies Co.,Ltd.",MA-M
EC74CD4,28,Vialis BV,MA-M
EC74CD5,28,Standard Backhaul Communications,MA-M
EC74CD6,28,Platypus,MA-M
EC74CD7,28,KONČAR - Electrical Engineering Institute Ltd.,MA-M
EC74CD8,28,TRANS AUDIO VIDEO SRL,MA-M
EC74CD9,28,Sound Health Systems,MA-M
EC74CDA,28,"Bosch (zhuhai) Security Systems Company, Ltd.",MA-M
EC74CDB,28,Hitachi Rail GTS Austria GmbH,MA-M
EC74CDC,28,"Smart Data (Shenzhen) Intelligent System Co., Ltd.",MA-M
EC74CDD,28,"Shenzhen Ting-Shine Technology Co., Ltd.",MA-M
EC74CDE,28,"Shenzhen Eweat Technology Co.,Ltd",MA-M
EC9A0C0,28,SHENZHEN HEXINDA SUPPLY CHAIN MANAGEMENT CO.LTD,MA-M
EC9A0C1,28,"Shenzhen Naxiang Technology Co., Ltd",MA-M
EC9A0C2,28,"Shenzhen Yitoa Digital Technology Co., Ltd.",MA-M
EC9A0C3,28,Protect Animals with Satellites LLC,MA-M
EC9A0C4,28,"Hangzhou Saicom Communication Technology Co., LTD",MA-M
EC9A0C5,28,SmartRay GmbH,MA-M
EC9A0C6,28,Seek Thermal,MA-M
EC9A0C7,28,"Jiangsu Maodu Yunke Medical Technology Co., Ltd",MA-M
EC9A0C8,28,NXC Systems LLC,MA-M
EC9A0C9,28,"TIANJIN MEITENG TECHNOLOGY CO.,LTD",MA-M
EC9A0CA,28,Fancom,MA-M
EC9A0CB,28,ReVibe Energy AB,MA-M
EC9A0CC,28,"Fujian Zhongliang Zhihui Technology Co., Ltd",MA-M
EC9A0CD,28,ViGEM GmbH,MA-M
EC9A0CE,28,Risuntek Inc,MA-M
EC9F0D0,28,"Hesai Photonics Technology Co., Ltd",MA-M
EC9F0D1,28,Simula Technology Inc.,MA-M
EC9F0D2,28,DRB Systems,MA-M
EC9F0D3,28,Waverly Labs Inc.,MA-M
EC9F0D4,28,WisIOE,MA-M
EC9F0D5,28,"Paw-Taw-John Services, Inc.",MA-M
EC9F0D6,28,"Shenzhen Compare Electronics Co., Ltd",MA-M
EC9F0D7,28,Bei jing Lian Shan times Techonology Co.Ltd,MA-M
EC9F0D8,28,"Zhejiang HEJU Communication Technology Co., Ltd",MA-M
EC9F0D9,28,FCI,MA-M
EC9F0DA,28,flexlog GmbH,MA-M
EC9F0DB,28,"CRRC QINGDAO SIFANG ROLLING STOCK RESEARCH INSTITUTE CO.,LTD",MA-M
EC9F0DC,28,Sarcos Corp,MA-M
EC9F0DD,28,SKS Control Oy,MA-M
EC9F0DE,28,MAX Technologies,MA-M
ECA7B10,28,"Nanjing Xinyun Technology Co., Ltd",MA-M
ECA7B11,28,AKOM Technologies Private Limited,MA-M
ECA7B12,28,Annapurna labs,MA-M
ECA7B13,28,Strongbyte Solutions Limited,MA-M
ECA7B14,28,"Sichuan Ruiting Zhihui Technology Co., Ltd",MA-M
ECA7B15,28,"CHICONY POWER TECHNOLOGY (DONGGUAN) CO,. LTD.",MA-M
ECA7B16,28,Digital Audio Labs,MA-M
ECA7B17,28,"Shenzhen Lanroot Technology Co., Ltd",MA-M
ECA7B18,28,"Shenzhen zhst video technology co.,ltd",MA-M
ECA7B19,28,Print International Limited,MA-M
ECA7B1A,28,Annapurna labs,MA-M
ECA7B1B,28,"Shenzhen Adreamer Elite Co.,Ltd",MA-M
ECA7B1C,28,"Hiromokuten Co.,Ltd.",MA-M
ECA7B1D,28,USU TELECOM INDIA PRIVATE LIMITED,MA-M
ECA7B1E,28,"Artisight, Inc.",MA-M
F012040,28,Annapurna labs,MA-M
F012041,28,MetaX,MA-M
F012042,28,WiSig Networks Private Limited,MA-M
F012043,28,"APCON, Inc.",MA-M
F012044,28,"Dongguan Onyx Electronics Co., Ltd",MA-M
F012045,28,Maple Systems. Inc.,MA-M
F012046,28,"Shenzhen FENVI Technology co.,ltd",MA-M
F012047,28,Autani LLC,MA-M
F012048,28,Annapurna labs,MA-M
F012049,28,FLEXTRONICS TECH I PVT LTD,MA-M
F01204A,28,Astrome Technoogies Pvt Ltd,MA-M
F01204B,28,"HoneyComm IoT Technology(Shenzhen)Co.,Ltd.",MA-M
F01204C,28,FairPhone B.V.,MA-M
F01204D,28,LightShark,MA-M
F01204E,28,"Tianjin Tianchuan Electric Drive Co.,Ltd.",MA-M
F0221D0,28,THANHBINH COMPANY - E111 FACTORY,MA-M
F0221D1,28,Dr. Eberl MBE Komponenten GmbH,MA-M
F0221D2,28,"Chonel Industry?shanghai?Co., Ltd.",MA-M
F0221D3,28,ShenZhen Shizao Electronic Technology,MA-M
F0221D4,28,Synergies Intelligent Systems Inc.,MA-M
F0221D5,28,"Shenzhen SuyuVisonTechnology Co.,Ltd",MA-M
F0221D6,28,Vcognition Technologies Inc.,MA-M
F0221D7,28,"Bulat Co., Limited",MA-M
F0221D8,28,"Shenzhen Glazero Technology Co., Ltd.",MA-M
F0221D9,28,Shanghai Gfanxvision Intelligent Technology Co.Ltd,MA-M
F0221DA,28,"Hangzhou Gold Electronic Equipment Co., Ltd",MA-M
F0221DB,28,LK Systems AB,MA-M
F0221DC,28,Estone Technology LTD,MA-M
F0221DD,28,Schleissheimer Soft- und Hardwareentwicklung GmbH,MA-M
F0221DE,28,"oToBrite Electronics, Inc.",MA-M
F023B90,28,Aquametro AG,MA-M
F023B91,28,Ubiant,MA-M
F023B92,28,Raysgem Electronics and Technology Co.Ltd,MA-M
F023B93,28,BSP RUS Ltd.,MA-M
F023B94,28,EZVIS LIMITED,MA-M
F023B95,28,Audeara Pty. Ltd.,MA-M
F023B96,28,"Xiamen Jinhaode Electronic Co.,Ltd",MA-M
F023B97,28,Transcend Building Automation control network corporation,MA-M
F023B98,28,G3 TECHNOLOGIES< INC,MA-M
F023B99,28,Emu Technology,MA-M
F023B9A,28,Annapurna labs,MA-M
F023B9B,28,Q Core Medical Ltd,MA-M
F023B9C,28,"Shenzhen Lachesis Mhealth Co., Ltd.",MA-M
F023B9D,28,Shenyang Ali Technology Company Limited,MA-M
F023B9E,28,Domotz Ltd,MA-M
F02A2B0,28,Merlin Security Inc.,MA-M
F02A2B1,28,Tobi Tribe Inc.,MA-M
F02A2B2,28,"Shanghai Armour Technology Co., Ltd.",MA-M
F02A2B3,28,Frigotel SRL,MA-M
F02A2B4,28,Onclave Networks,MA-M
F02A2B5,28,"Agile Sports Technologies, dba Hudl",MA-M
F02A2B6,28,"Shenzhen ORVIBO Technology Co., Ltd.",MA-M
F02A2B7,28,Protronix s.r.o.,MA-M
F02A2B8,28,Tenways Engineering Service Ltd,MA-M
F02A2B9,28,"ZiGong Pengcheng Technology Co.,Ltd",MA-M
F02A2BA,28,Navigil Ltd,MA-M
F02A2BB,28,EL.MO. spa,MA-M
F02A2BC,28,Comexio GmbH,MA-M
F02A2BD,28,"Definitely Win Corp.,Ltd.",MA-M
F02A2BE,28,"Shenzhen CUCO Technology Co., Ltd",MA-M
F040AF0,28,Colorlight Cloud Tech Ltd,MA-M
F040AF1,28,Nuro.ai,MA-M
F040AF2,28,Actia Nordic AB,MA-M
F040AF3,28,Flextronics Technologies India Private Limited,MA-M
F040AF4,28,ROBOX SG PTE. LTD.,MA-M
F040AF5,28,Smart Gadgets Global LLC,MA-M
F040AF6,28,Nepean Networks Pty Ltd,MA-M
F040AF7,28,Unionbell Technologies Limited,MA-M
F040AF8,28,TargaSystem S.r.L.,MA-M
F040AF9,28,Raspberry Pi (Trading) Ltd,MA-M
F040AFA,28,SIEMENS AG,MA-M
F040AFB,28,"Shenzhen BitFantasy Technology Co., Ltd",MA-M
F040AFC,28,Rayve Innovation Corp,MA-M
F040AFD,28,Proemion GmbH,MA-M
F040AFE,28,"Shanghai Kanghai Information System CO.,LTD.",MA-M
F041C80,28,"LINPA ACOUSTIC TECHNOLOGY CO.,LTD",MA-M
F041C81,28,"DongGuan Siyoto Electronics Co., Ltd",MA-M
F041C82,28,"Shenzhen Medica Technology Development Co., Ltd.",MA-M
F041C83,28,"SHENZHEN WISEWING INTERNET TECHNOLOGY CO.,LTD",MA-M
F041C84,28,Candelic Limited,MA-M
F041C85,28,"XI'AN MEI SHANG MEI WIRELESS TECHNOLOGY.Co., Ltd.",MA-M
F041C86,28,AED Engineering GmbH,MA-M
F041C87,28,"Nanchang BlackShark Co.,Ltd.",MA-M
F041C88,28,"POSTIUM KOREA CO., LTD.",MA-M
